spp	x	y
Goupia glabra	-46.76361111	-1.03888889
Goupia glabra	-61.951698	-10.8853
Goupia glabra	-64.770556	-9.460278
Goupia glabra	-58.544722	-8.961111
Goupia glabra	-59.264722	-1.811389
Goupia glabra	-63.870278	-8.754444
Goupia glabra	-57.75279999	-6.222219944
Goupia glabra	-56.47669983	-9.664719582
Goupia glabra	-65.33940125	-10.78279972
Goupia glabra	-51.2	0.733333
Goupia glabra	-51.466667	0.7
Goupia glabra	-67.80220032	-2.873059988
Goupia glabra	-61.55675	-0.792889
Goupia glabra	-60.308775	-2.406581
Goupia glabra	-60.063819	-3.553975
Goupia glabra	-62.086806	-6.394136
Goupia glabra	-61.075	-6.087886
Goupia glabra	-64.555711	-9.392592
Goupia glabra	-56.283333	-11.666667
Goupia glabra	-60.993306	1.486028
Goupia glabra	-51.6377777	-1.9827778
Goupia glabra	-51.1152778	0.7866666
Goupia glabra	-56.605556	-10.2825
Goupia glabra	-57.268611	-11.661944
Goupia glabra	-52.366389	1.206111
Goupia glabra	-49.7953	-1.81361
Goupia glabra	-48.129398	-1.15194
Goupia glabra	-46.43	-1.12
Goupia glabra	-62.05	-1.01
Goupia glabra	-64.2732	-9.1612
Goupia glabra	-50.21494	-3.10246
Goupia glabra	-47.49578	-1.17155
Goupia glabra	-49.1619	-3.00416
Goupia glabra	-75.2594444	-10.3475
Goupia glabra	-74.51666	6.65
Goupia glabra	-65.3658333	-10.0836111
Goupia glabra	-55.925833	-9.616389
Goupia glabra	-58.236528	3.550667
Goupia glabra	-58.609722	1.584167
Goupia glabra	-61.496111	-0.616389
Goupia glabra	-60.083333	-2.316667
Goupia glabra	-73.75	-4.916667
Goupia glabra	-59.9667	5.08333
Goupia glabra	-58	5.66
Goupia glabra	-58.7833	4.45
Goupia glabra	-57.5	4.75
Goupia glabra	-65.75	3.66
Goupia glabra	-58.91	3.88
Goupia glabra	-53.11	5.16
Goupia glabra	-59.93	4.25
Goupia glabra	-52.4	4.58
Goupia glabra	-59.25	2.08
Goupia glabra	-52.01	4.03
Goupia glabra	-58.7106	4.70556
Goupia glabra	-59.2167	2.41667
Goupia glabra	-58.6667	5.33333
Goupia glabra	-65.33	4.98
Goupia glabra	-53.01	5
Goupia glabra	-66.1202	1.49786
Goupia glabra	-60.17	4.98
Goupia glabra	-53.48	-1.8
Goupia glabra	-63.03540278	-7.85029722
Goupia glabra	-56.33333333	-2.16666667
Goupia glabra	-49.6	-3.5
Goupia glabra	-65.33333333	-3.59491667
Goupia glabra	-67.83333333	-2.88333333
Goupia glabra	-65.33333333	-4.75
Goupia glabra	-56.9	-9.5
Goupia glabra	-47.79027778	-6.04259167
Goupia glabra	-60.14	-2.36
Goupia glabra	-55	-9
Goupia glabra	-59.97141667	-2.37
Goupia glabra	-60	-2
