spp	x	y
Pseudolmedia laevis	-73.5	-4.16666
Pseudolmedia laevis	-74.33333	-1
Pseudolmedia laevis	-69.05	-12.08333
Pseudolmedia laevis	-67.08333	-14.91666
Pseudolmedia laevis	-76.69	0.044444
Pseudolmedia laevis	-69.2688889	-12.7913889
Pseudolmedia laevis	-75	-8.6666667
Pseudolmedia laevis	-72.9166667	-3.3333333
Pseudolmedia laevis	-72.91666	-3.33333
Pseudolmedia laevis	-67.25	-12.1666667
Pseudolmedia laevis	-68.0666667	-14.3333333
Pseudolmedia laevis	-72.83333	-3.46666
Pseudolmedia laevis	-65.66666	-9.83333
Pseudolmedia laevis	-75.2130556	-8.8291667
Pseudolmedia laevis	-75.8333333	-3.25
Pseudolmedia laevis	-73.91666	-8.03333
Pseudolmedia laevis	-73.75	-4.91666
Pseudolmedia laevis	-64.7666667	-17
Pseudolmedia laevis	-68.9	-12.7666667
Pseudolmedia laevis	-67.05	-15.31666
Pseudolmedia laevis	-71.36666	-11.86666
Pseudolmedia laevis	-66.61666	-15.16666
Pseudolmedia laevis	-70	-3.03333
Pseudolmedia laevis	-64.51666	-16.58333
Pseudolmedia laevis	-76.21666	-0.95
Pseudolmedia laevis	-69.66666	-13.35
Pseudolmedia laevis	-77.58333	-0.73333
Pseudolmedia laevis	-64.58333	-16.53333
Pseudolmedia laevis	-77	-0.41666
Pseudolmedia laevis	-73.58333	-4.48333
Pseudolmedia laevis	-73.1133333	-4.0072222
Pseudolmedia laevis	-69.15944	-12.66305
Pseudolmedia laevis	-72.96666	-3.5
Pseudolmedia laevis	-71.16666	-11.75
Pseudolmedia laevis	-71.4166667	-11.8333333
Pseudolmedia laevis	-67.06666	-15.28333
Pseudolmedia laevis	-78.5	-1.5
Pseudolmedia laevis	-77.7	-3.916667
Pseudolmedia laevis	-78.5	-4.5
Pseudolmedia laevis	-78.63333	-4.5
Pseudolmedia laevis	-78.34	-5.01
Pseudolmedia laevis	-78.3166667	-4.9166667
Pseudolmedia laevis	-72.0333333	-3.2666667
Pseudolmedia laevis	-65.057222	-9.6030555
Pseudolmedia laevis	-60.025002	-2.03444
Pseudolmedia laevis	-69.829167	-10.493056
Pseudolmedia laevis	-59.58	-2.53
Pseudolmedia laevis	-62.05	-1.01
Pseudolmedia laevis	-55.921111	-9.578333
Pseudolmedia laevis	-55.906389	-9.556667
Pseudolmedia laevis	-55.493611	-9.644166
Pseudolmedia laevis	-61.516667	3.35
Pseudolmedia laevis	-62	-11.2
Pseudolmedia laevis	-68.937472	-11.202722
Pseudolmedia laevis	-67.35675	-11.267
Pseudolmedia laevis	-69.023639	-11.435083
Pseudolmedia laevis	-65.118333	-9.616111
Pseudolmedia laevis	-58.8	4.333333
Pseudolmedia laevis	-46.166667	-1.5
Pseudolmedia laevis	-64.816667	-3.216667
Pseudolmedia laevis	-61.716667	-14.633333
Pseudolmedia laevis	-68.8	-10.85
Pseudolmedia laevis	-75.2625	-10.3219445
Pseudolmedia laevis	-76.4378333	-0.6703667
Pseudolmedia laevis	-76.2787167	-0.8643167
Pseudolmedia laevis	-76.24285	-0.8726167
Pseudolmedia laevis	-76.4559667	-0.6001333
Pseudolmedia laevis	-76.22135	-0.9737167
Pseudolmedia laevis	-76.18925	-1.02125
Pseudolmedia laevis	-69.15	-11.9666667
Pseudolmedia laevis	-75.0966666	-10.4819445
Pseudolmedia laevis	-75.8288889	-9.3097222
Pseudolmedia laevis	-68.46625	-15.0749167
Pseudolmedia laevis	-68.7624798	-14.6972
Pseudolmedia laevis	-77.6	-0.7166667
Pseudolmedia laevis	-75.75	-0.3666667
Pseudolmedia laevis	-67.67611	-14.55611
Pseudolmedia laevis	-67.90777	-14.17138
Pseudolmedia laevis	-67.7930555	-14.6472222
Pseudolmedia laevis	-67.95444	-14.21638
Pseudolmedia laevis	-68.20027	-13.92472
Pseudolmedia laevis	-68.20888	-13.91638
Pseudolmedia laevis	-77.56	-0.83833
Pseudolmedia laevis	-76.4622667	-0.6272833
Pseudolmedia laevis	-61.14638	-14.38916
Pseudolmedia laevis	-60.73722	-14.52111
Pseudolmedia laevis	-60.9	-13.58333
Pseudolmedia laevis	-77.33333	-0.7
Pseudolmedia laevis	-66.3	-10.91666
Pseudolmedia laevis	-77.81666	-0.71666
Pseudolmedia laevis	-63.8675	-18.03416
Pseudolmedia laevis	-68.90277	-11.73194
Pseudolmedia laevis	-67.66083	-14.62583
Pseudolmedia laevis	-68.83333	-13.01666
Pseudolmedia laevis	-67.76666	-14.45
Pseudolmedia laevis	-68.15611	-13.90444
Pseudolmedia laevis	-67.9130556	-14.4202778
Pseudolmedia laevis	-76.53333	-0.4
Pseudolmedia laevis	-77.16472	-1.02
Pseudolmedia laevis	-68.5111111	-14.2127778
Pseudolmedia laevis	-68.9011111	-14.5705556
Pseudolmedia laevis	-62.5169109	-13.6168661
Pseudolmedia laevis	-62.5452777	-13.6436111
Pseudolmedia laevis	-77.51666	-1.06666
Pseudolmedia laevis	-63.55	-14.91666
Pseudolmedia laevis	-63.51666	-14.93333
Pseudolmedia laevis	-60.83361	-14.58222
Pseudolmedia laevis	-76.63333	1.2
Pseudolmedia laevis	-64.6	3.81
Pseudolmedia laevis	-77.68	-2.87
Pseudolmedia laevis	-78.57	-3.45
Pseudolmedia laevis	-61.901402	-11.1753
Pseudolmedia laevis	-49	-0.72
Pseudolmedia laevis	-67.83333333	-10
Pseudolmedia laevis	-61.951698	-10.8853
Pseudolmedia laevis	-63.05	-11.2
Pseudolmedia laevis	-49.6	-3.5
Pseudolmedia laevis	-58.380441	-11.024919
Pseudolmedia laevis	-73.21666667	-7.13333333
Pseudolmedia laevis	-62.5	-11.41666667
Pseudolmedia laevis	-67.63	-9.75
Pseudolmedia laevis	-70.25	-8.3
Pseudolmedia laevis	-68.1239	-9.411
Pseudolmedia laevis	-64.75	-9.25
Pseudolmedia laevis	-63.31666667	0.81666667
Pseudolmedia laevis	-60.08333333	-2.31666667
Pseudolmedia laevis	-59.85	-2.38333333
Pseudolmedia laevis	-59.95	-2.36666667
Pseudolmedia laevis	-59.85	-2.41666667
Pseudolmedia laevis	-59.71666667	-2.4
Pseudolmedia laevis	-56.9	-9.5
Pseudolmedia laevis	-62.08888889	-1.02972222
Pseudolmedia laevis	-59.83333333	-2.43333333
Pseudolmedia laevis	-55.95080556	-9.61105556
Pseudolmedia laevis	-61	1.28
Pseudolmedia laevis	-61.006932	1.489679
Pseudolmedia laevis	-61.98831	-5.29483
Pseudolmedia laevis	-65.223139	-4.889389
Pseudolmedia laevis	-60.0901	-2.3836
Pseudolmedia laevis	-59.87579	-2.4061
Pseudolmedia laevis	-60.04722222	-3.17222222
Pseudolmedia laevis	-59.9	-2.8
Pseudolmedia laevis	-65.339401	-10.7828
Pseudolmedia laevis	-64.83333333	-3.5
Pseudolmedia laevis	-60.05	-2.80232222
Pseudolmedia laevis	-59.1	-10
Pseudolmedia laevis	-69.10194444	-9.11611111
Pseudolmedia laevis	-68.6569	-9.06556
Pseudolmedia laevis	-75.4	-10.5667
Pseudolmedia laevis	-61.5	-17.5
Pseudolmedia laevis	-75.35897222	-0.18469444
Pseudolmedia laevis	-76.5	3.75
Pseudolmedia laevis	-78.8333	-4.25
Pseudolmedia laevis	-69.1	-11.51666667
Pseudolmedia laevis	-73.66667	-4.91667
Pseudolmedia laevis	-75.05	-7.1
Pseudolmedia laevis	-53.06667	3.28333
Pseudolmedia laevis	-55.61363	3.82677
Pseudolmedia laevis	-62.53132	-13.62863
Pseudolmedia laevis	-53.2	3.63333
Pseudolmedia laevis	-55.64109	3.85958
Pseudolmedia laevis	-57.23333	4.4
Pseudolmedia laevis	-76.4	-0.51667
Pseudolmedia laevis	-53.3	4.5
Pseudolmedia laevis	-52.7	4.05
Pseudolmedia laevis	-62.9997222	-9.36
Pseudolmedia laevis	-67.8697223	-9.9558333
Pseudolmedia laevis	-68.9511111	-9.1688889
Pseudolmedia laevis	-62.8313889	-9.315
Pseudolmedia laevis	-50.3575	-5.6622222
Pseudolmedia laevis	-62.82	-9.4163889
Pseudolmedia laevis	-63.185	-9.1838889
Pseudolmedia laevis	-63.1652778	-8.9538889
Pseudolmedia laevis	-63.2272223	-8.9027778
Pseudolmedia laevis	-63.0038889	-9.3936111
Pseudolmedia laevis	-69.5249	-12.9318
Pseudolmedia laevis	-76.4014	-0.67814
Pseudolmedia laevis	-70.08194	-12.53687
Pseudolmedia laevis	-70.08864	-12.57086
Pseudolmedia laevis	-74.89870677	-3.371761451
Pseudolmedia laevis	-69.49393	-12.95837
Pseudolmedia laevis	-51.7328	-3.535
Pseudolmedia laevis	-50.5	-0.5
Pseudolmedia laevis	-68.67	-12.53
Pseudolmedia laevis	-71.08767	-8.279
Pseudolmedia laevis	-67.9519	-9.8308
Pseudolmedia laevis	-72.5	-7.5
Pseudolmedia laevis	-58.2802176	-9.8672663
Pseudolmedia laevis	-54.805599	-22.2211
Pseudolmedia laevis	-54.9305556	-22.1952777
Pseudolmedia laevis	-40.072201	-19.3911
Pseudolmedia laevis	-59.761111	-2.407222
Pseudolmedia laevis	-63.61220169	-10.59689999
Pseudolmedia laevis	-60.88669968	-12.96189976
Pseudolmedia laevis	-60.290139	-2.438503
Pseudolmedia laevis	-61.253475	-3.67455
Pseudolmedia laevis	-63.445239	-8.519953
Pseudolmedia laevis	-61.184289	4.404103
Pseudolmedia laevis	-61.164628	4.434297
Pseudolmedia laevis	-55.9530983	-10.55809975
Pseudolmedia laevis	-68.61194	-13.32528
Pseudolmedia laevis	-57	-12
Pseudolmedia laevis	-65.5	-14
Pseudolmedia laevis	-58.8091	4.34072
Pseudolmedia laevis	-71.9	-11.63
Pseudolmedia laevis	-65.0706	-9.3658
Pseudolmedia laevis	-66.4166667	-16.2333333
Pseudolmedia laevis	-76.0136111	-7.3544444
Pseudolmedia laevis	-73.6719445	-15.9691667
Pseudolmedia laevis	-60.8125	-13.92611
Pseudolmedia laevis	-77.46666	-1.48333
Pseudolmedia laevis	-76.11666	-0.35
Pseudolmedia laevis	-77.42555	-1.38694
Pseudolmedia laevis	-67.55	-14.36666
Pseudolmedia laevis	-62.98333	-15.75
Pseudolmedia laevis	-76.66666	-0.38333
Pseudolmedia laevis	-60.53333	-14.3
Pseudolmedia laevis	-69.08305	-11.16833
Pseudolmedia laevis	-67.6	-15.0333333
Pseudolmedia laevis	-75.33333	-10.2
Pseudolmedia laevis	-77.01666	-0.41666
Pseudolmedia laevis	-62.61666	-14.63333
Pseudolmedia laevis	-62.66666	-15.61666
Pseudolmedia laevis	-55.890278	-9.539722
Pseudolmedia laevis	-50.5	-10.5
Pseudolmedia laevis	-67.280361	-11.365972
Pseudolmedia laevis	-74.0183334	-11.3797223
Pseudolmedia laevis	-67.496952	2.83066
Pseudolmedia laevis	-68.73694	-12.65638
Pseudolmedia laevis	-72.40555	-3.69166
Pseudolmedia laevis	-67	5.83333
Pseudolmedia laevis	-76.33361	0.3375
Pseudolmedia laevis	-64.8166667	4.9833333
Pseudolmedia laevis	-76.616667	-0.4
Pseudolmedia laevis	-66.06666	-15.85
Pseudolmedia laevis	-75.03333	-9.66666
Pseudolmedia laevis	-75	-8.8
Pseudolmedia laevis	-64.98333	6.35
Pseudolmedia laevis	-63.8666667	6.8333333
Pseudolmedia laevis	-71.35361	-8.44166
Pseudolmedia laevis	-64.55	1.61666
Pseudolmedia laevis	-68.29666	-10.56583
Pseudolmedia laevis	-64.93333	5.13333
Pseudolmedia laevis	-75.25305	-10.34055
Pseudolmedia laevis	-68.7	-12.5666667
Pseudolmedia laevis	-69.83333	-13.5
Pseudolmedia laevis	-77.01666	-0.45
Pseudolmedia laevis	-70.25	-3.75
Pseudolmedia laevis	-76.11666	-5.83333
Pseudolmedia laevis	-66.16666	0.83333
Pseudolmedia laevis	-66.76666	-10.65
Pseudolmedia laevis	-72.96666	-4.08333
Pseudolmedia laevis	-72.8	-4.08333
Pseudolmedia laevis	-73.4508333	-4.2202778
Pseudolmedia laevis	-60.7	-14.63333
Pseudolmedia laevis	-73.03333	-3.5
Pseudolmedia laevis	-73.4166667	-3.9666667
Pseudolmedia laevis	-66.25	0.86666
Pseudolmedia laevis	-72.33333	-0.41666
Pseudolmedia laevis	-70.2833333	-3.7833333
Pseudolmedia laevis	-67.08333	-14.83333
